net,length_um
_00785_,18.24
_01062_,18.24
_01809_,18.24
_03279_,18.24
_03615_,18.24
_03713_,18.24
_04119_,18.24
_02189_,18.23
_00818_,18.22
_01183_,18.22
_03212_,18.22
_00186_,18.2
_00188_,18.2
_02596_,18.2
_03432_,18.2
_04561_,18.2
_05245_,18.2
_05453_,18.2
_01687_,18.18
_03964_,18.18
_05429_,18.16
_05597_,18.16
_03639_,18.15
_00907_,18.14
_03187_,18.14
_04911_,18.14
_01728_,18.12
_02672_,18.12
_02880_,18.12
_03038_,18.12
_05427_,18.12
_00732_,18.1
_01191_,18.1
_04865_,18.1
net213,18.1
_03393_,18.09
_03143_,18.08
_04207_,18.08
_04526_,18.08
_02366_,18.06
_02410_,18.06
_03569_,18.06
_04938_,18.06
_02697_,18.02
_04470_,18.02
_05149_,18.02
_05237_,18.02
_03397_,18
_03509_,18
net270,18
_01694_,17.98
_02255_,17.98
_03021_,17.98
_03184_,17.98
_05324_,17.98
_01996_,17.975
_02191_,17.975
_02922_,17.965
_00927_,17.96
_01405_,17.94
_02423_,17.94
_05098_,17.94
_02706_,17.9
_03715_,17.9
_05356_,17.9
_03560_,17.895
_02650_,17.88
_03108_,17.88
_04302_,17.88
_02431_,17.87
_02196_,17.865
_00125_,17.86
_00931_,17.86
_04885_,17.86
_04941_,17.86
_05563_,17.86
net331,17.86
_05003_,17.84
_05163_,17.84
_02550_,17.83
_00157_,17.82
_02803_,17.82
_03800_,17.82
_05376_,17.82
_01701_,17.815
_00098_,17.8
_01057_,17.8
_01854_,17.8
_02090_,17.8
_02450_,17.78
_04237_,17.78
_04711_,17.78
_05276_,17.78
_02535_,17.76
_03139_,17.76
_03441_,17.76
_04835_,17.76
_00692_,17.74
_02566_,17.74
_03357_,17.74
_04033_,17.74
_04206_,17.74
_05413_,17.74
_01002_,17.735
_02367_,17.72
_00775_,17.7
_02700_,17.7
_02772_,17.7
_00258_,17.68
_02754_,17.68
_01037_,17.66
_01079_,17.66
_01571_,17.66
_03116_,17.64
_03228_,17.64
_04183_,17.64
_04579_,17.64
_04841_,17.64
_02483_,17.62
_03359_,17.62
_05662_,17.62
_00995_,17.61
_01383_,17.6
_01912_,17.6
_05211_,17.6
_00937_,17.58
_01232_,17.58
_03468_,17.58
_04534_,17.58
_00204_,17.56
_01436_,17.56
_00525_,17.54
_03456_,17.54
_04649_,17.54
_05354_,17.54
_04519_,17.535
_04961_,17.53
_00262_,17.52
_00730_,17.52
_00962_,17.52
_03507_,17.52
_04209_,17.52
_05145_,17.52
net329,17.52
_04557_,17.515
_02829_,17.49
_02801_,17.47
_03042_,17.46
_00569_,17.44
_00846_,17.44
_02057_,17.44
_04861_,17.44
_05172_,17.43
_01201_,17.42
_04069_,17.415
_00028_,17.4
_00380_,17.4
_01885_,17.4
_03161_,17.4
_03361_,17.4
_04166_,17.4
_04565_,17.4
_03275_,17.38
_05393_,17.38
_05440_,17.38
_03377_,17.36
_04039_,17.36
_01661_,17.34
_02577_,17.34
_01375_,17.32
_02209_,17.32
_01475_,17.3
_01749_,17.3
_02722_,17.3
_01108_,17.28
_01279_,17.28
_02199_,17.28
_03065_,17.28
_04764_,17.28
_04918_,17.28
_05609_,17.28
_01544_,17.27
_02708_,17.26
_02973_,17.26
_00003_,17.24
_02696_,17.24
_04122_,17.24
_03227_,17.22
_03346_,17.22
_00579_,17.2
_00842_,17.2
_02086_,17.2
_02430_,17.2
_02658_,17.2
_01208_,17.18
_01363_,17.18
_02465_,17.18
_03966_,17.18
_04367_,17.18
_00031_,17.16
_00805_,17.16
_01302_,17.16
_03240_,17.16
_02288_,17.15
_01202_,17.14
_01234_,17.14
_01391_,17.14
_02623_,17.14
_02927_,17.14
_04357_,17.14
_00004_,17.12
_04808_,17.1
_04854_,17.1
_05061_,17.1
_00062_,17.08
_00568_,17.08
_00680_,17.08
_00376_,17.06
_00812_,17.06
_01393_,17.06
_02094_,17.06
_03040_,17.06
_04936_,17.06
_00959_,17.02
_01294_,17.02
_04647_,17.02
_02305_,17
_00574_,16.98
_00760_,16.98
_00844_,16.98
_02628_,16.98
_03589_,16.98
_01676_,16.965
_03744_,16.96
_05399_,16.96
_00116_,16.95
_01026_,16.94
_01490_,16.94
_03727_,16.94
_03749_,16.94
_03970_,16.94
_02411_,16.93
_04456_,16.92
net180,16.91
_00944_,16.9
_01205_,16.9
_02420_,16.88
_03113_,16.88
_03809_,16.88
_04706_,16.88
_02530_,16.86
_02629_,16.86
_03447_,16.86
_03520_,16.86
_04725_,16.86
_04771_,16.86
_00277_,16.84
_00699_,16.84
_00851_,16.84
_01159_,16.82
_03151_,16.82
_04940_,16.82
_05081_,16.82
_05118_,16.82
_03122_,16.81
_03429_,16.8
_01819_,16.78
_04487_,16.78
_00095_,16.76
_01071_,16.76
_03168_,16.76
_03217_,16.76
_04262_,16.76
_04514_,16.76
_05129_,16.76
_00463_,16.74
_01722_,16.74
_01786_,16.74
_02033_,16.74
_03239_,16.74
_04386_,16.74
_05082_,16.74
_00329_,16.72
_00516_,16.72
_00978_,16.72
_01141_,16.72
_01871_,16.72
_02245_,16.72
_02289_,16.72
_03948_,16.72
_04372_,16.72
_04682_,16.72
_04818_,16.72
_04867_,16.72
_03350_,16.71
_01387_,16.7
_04070_,16.7
_04283_,16.7
_03183_,16.69
_03889_,16.69
_02669_,16.67
_02463_,16.66
_03293_,16.66
_01983_,16.64
_04794_,16.64
_02158_,16.62
_03195_,16.62
_03210_,16.62
_03231_,16.62
_04809_,16.62
_00394_,16.6
_01078_,16.6
_03805_,16.6
_04322_,16.58
_01467_,16.56
_03058_,16.56
_04242_,16.54
_05021_,16.54
_05084_,16.54
_05108_,16.54
_00176_,16.52
_00704_,16.52
_02438_,16.52
_02601_,16.52
_02777_,16.52
_02786_,16.52
_04620_,16.515
_03923_,16.5
_05124_,16.5
_00745_,16.48
_02034_,16.48
_03437_,16.48
_01747_,16.46
_02475_,16.46
_04191_,16.46
_05127_,16.46
_01769_,16.44
_01454_,16.42
_02942_,16.42
_01260_,16.4
_01666_,16.4
_02117_,16.4
_02581_,16.4
_03870_,16.4
_04034_,16.4
_04314_,16.4
_05166_,16.4
_05546_,16.4
_04010_,16.38
_03368_,16.375
_00619_,16.36
_01663_,16.36
_04744_,16.36
_05188_,16.36
_01463_,16.355
_00776_,16.335
_03758_,16.32
_01545_,16.3
_04499_,16.3
_05062_,16.3
_01398_,16.28
_01799_,16.28
_02642_,16.28
_04055_,16.28
_04779_,16.28
_05275_,16.28
_05579_,16.28
net238,16.28
_01123_,16.26
_02151_,16.26
_04253_,16.26
_04728_,16.26
_05573_,16.26
net271,16.26
net326,16.26
_00436_,16.24
_00544_,16.24
_03771_,16.24
_03890_,16.24
_05334_,16.24
_04641_,16.23
_04462_,16.225
_00073_,16.22
_02084_,16.22
_02142_,16.22
_04655_,16.22
_02568_,16.2
_02929_,16.2
_04054_,16.2
_00078_,16.18
_01738_,16.18
_03513_,16.18
_00852_,16.16
_04852_,16.16
_00836_,16.14
_01777_,16.14
_02473_,16.14
_03203_,16.14
_03731_,16.14
_05012_,16.14
_01186_,16.12
_04088_,16.12
_05006_,16.1
_05151_,16.1
_01883_,16.08
_03166_,16.08
_01628_,16.06
_02075_,16.06
_02879_,16.06
_04270_,16.06
_04385_,16.06
_03460_,16.04
_05133_,16.04
_00052_,16.02
_04989_,16.02
_01195_,16
_02324_,15.98
_04071_,15.98
_00698_,15.96
_00885_,15.96
_01522_,15.94
_01731_,15.94
_01791_,15.94
_02332_,15.94
_05654_,15.92
_01347_,15.9
net338,15.9
_00407_,15.88
_01860_,15.86
_00016_,15.84
_01287_,15.84
_01417_,15.84
_01481_,15.84
_01792_,15.84
_03138_,15.84
_04195_,15.84
_04493_,15.84
_00082_,15.83
_02066_,15.82
_02518_,15.82
_03590_,15.82
_03896_,15.82
_00921_,15.8
_00975_,15.8
_01224_,15.8
_02373_,15.8
_03515_,15.8
_03679_,15.8
_04112_,15.8
_04645_,15.8
_05587_,15.8
_00068_,15.78
_01272_,15.76
_03525_,15.76
_03998_,15.76
net303,15.76
_04115_,15.74
_00206_,15.72
_00508_,15.72
_00580_,15.72
_00866_,15.72
_01377_,15.72
_01494_,15.72
_02031_,15.72
_04025_,15.72
_04509_,15.72
_04917_,15.72
_05378_,15.72
_02335_,15.71
_03001_,15.7
_05519_,15.7
product[62],15.7
_00560_,15.69
_01373_,15.68
_01868_,15.68
_02719_,15.68
_03169_,15.68
_03414_,15.68
_04837_,15.68
_05530_,15.68
_01767_,15.66
_02799_,15.66
_00168_,15.64
_00458_,15.64
_04123_,15.64
_05534_,15.64
_01137_,15.62
_00432_,15.6
_00700_,15.6
_01197_,15.6
_03517_,15.6
_03939_,15.6
_05223_,15.6
_01705_,15.58
_00228_,15.56
_00965_,15.56
_02831_,15.56
_04364_,15.55
_01459_,15.54
_03635_,15.54
_04049_,15.52
net272,15.52
net332,15.51
_00456_,15.5
_04282_,15.5
_04619_,15.5
_00877_,15.48
_01084_,15.48
_01173_,15.48
_03059_,15.48
_02675_,15.46
_05578_,15.46
_01298_,15.455
_01513_,15.44
_01955_,15.44
_04137_,15.44
_04768_,15.44
_04134_,15.43
_04923_,15.42
_05679_,15.42
_00847_,15.4
_02499_,15.4
_02704_,15.4
product[42],15.4
net256,15.4
_00604_,15.38
_03185_,15.38
_04615_,15.38
_01235_,15.37
_00286_,15.36
_00323_,15.36
_01148_,15.36
_01726_,15.36
_03140_,15.36
_03588_,15.36
_04053_,15.36
_04962_,15.36
_05052_,15.36
_03597_,15.34
_04329_,15.34
_04723_,15.34
_01765_,15.33
_02662_,15.32
_03358_,15.32
_04132_,15.32
_04233_,15.32
_04628_,15.32
_04825_,15.32
_02970_,15.31
_00817_,15.3
_02588_,15.3
_03750_,15.3
net330,15.3
_02963_,15.29
_00564_,15.28
_02828_,15.28
_00675_,15.26
_01128_,15.26
_01808_,15.26
_02346_,15.26
_03319_,15.26
_04177_,15.26
_04228_,15.26
_04440_,15.26
_05677_,15.26
_01085_,15.25
_02586_,15.24
_03596_,15.24
_03650_,15.24
_04935_,15.24
_01575_,15.22
_04402_,15.22
_04767_,15.22
_04893_,15.22
_02609_,15.2
_01056_,15.18
_04361_,15.18
_00173_,15.16
_00265_,15.16
_03197_,15.16
_04987_,15.16
_05582_,15.16
_00669_,15.14
_00881_,15.14
_02188_,15.14
_03121_,15.14
_04186_,15.135
_04971_,15.135
_03422_,15.13
_03325_,15.12
_00019_,15.1
_00101_,15.1
_03621_,15.1
_04254_,15.1
_05692_,15.075
_04795_,15.06
_05222_,15.06
_02317_,15.04
_03995_,15.04
_05494_,15.03
_00562_,15.02
_01950_,15.02
_02078_,15.02
_02118_,15.02
_03367_,15.02
_03917_,15.02
_05621_,15.02
_01327_,15
_02301_,15
_02539_,15
_02749_,15
_00919_,14.98
_02297_,14.98
_02945_,14.98
_03888_,14.98
_05554_,14.98
_02709_,14.96
_04553_,14.96
_03634_,14.955
_02510_,14.94
_03714_,14.94
_01399_,14.92
_01534_,14.92
_03408_,14.92
_03786_,14.92
_04486_,14.92
_05687_,14.92
_01788_,14.9
_03305_,14.9
_00670_,14.88
_01048_,14.88
_01291_,14.88
_02999_,14.88
_03301_,14.88
_02149_,14.86
_04220_,14.86
_02496_,14.85
_00976_,14.84
_02049_,14.84
_05296_,14.84
_02237_,14.82
_05125_,14.82
_00441_,14.8
_02673_,14.8
_03389_,14.8
_04407_,14.8
_04975_,14.8
_04990_,14.8
_01742_,14.795
_00796_,14.78
_01070_,14.78
_02072_,14.78
_02491_,14.78
_00155_,14.76
_00598_,14.76
_02728_,14.76
_03243_,14.76
_04593_,14.74
_00017_,14.7
_00375_,14.7
_02554_,14.69
_01424_,14.68
_01684_,14.68
_01718_,14.68
_02166_,14.68
_02541_,14.68
_03156_,14.68
_03602_,14.68
_03696_,14.68
_05072_,14.68
_03582_,14.67
_02877_,14.66
_05350_,14.66
_05430_,14.66
_00051_,14.64
_01658_,14.64
_01725_,14.64
_05382_,14.64
_02627_,14.62
_04891_,14.61
_04772_,14.6
_02759_,14.58
_04551_,14.58
_02333_,14.56
_03265_,14.56
_03617_,14.56
_03907_,14.56
_04599_,14.56
_04617_,14.56
_05218_,14.56
_02726_,14.54
_04699_,14.54
net216,14.54
_00148_,14.52
_00393_,14.52
_00649_,14.52
_03630_,14.52
_04663_,14.52
_00823_,14.48
_00863_,14.48
_02286_,14.48
_03755_,14.48
_04441_,14.48
_04443_,14.48
_04656_,14.48
_05268_,14.48
_02820_,14.47
_00825_,14.46
_00986_,14.46
_01145_,14.46
_01400_,14.46
_03452_,14.46
_05058_,14.46
_05243_,14.46
_00320_,14.44
_02680_,14.44
_05096_,14.44
_05025_,14.435
_00135_,14.42
_01430_,14.42
_01668_,14.42
_02139_,14.42
_03337_,14.42
_04428_,14.42
_04991_,14.42
_05481_,14.42
_05626_,14.42
_03636_,14.4
_00366_,14.39
_01096_,14.34
_01231_,14.34
_01707_,14.34
_05071_,14.34
_02328_,14.335
_01595_,14.32
_04205_,14.32
_00100_,14.3
_00591_,14.3
_00891_,14.3
_01925_,14.3
_02165_,14.3
_03522_,14.3
_04211_,14.3
_00091_,14.26
_00567_,14.26
net232,14.255
_03712_,14.24
_00230_,14.22
_03315_,14.22
_03435_,14.22
_05217_,14.22
_00950_,14.2
_02441_,14.2
mcand[13],14.2
mcand[7],14.2
mplier[19],14.2
_00291_,14.18
_05135_,14.16
_01934_,14.14
_04159_,14.14
_05482_,14.14
_01329_,14.12
_05498_,14.12
_00023_,14.1
_00934_,14.1
_01516_,14.1
_02471_,14.1
_04880_,14.1
_04886_,14.1
_05472_,14.1
_04947_,14.095
_05167_,14.095
_04408_,14.08
_04913_,14.08
_05434_,14.08
_02194_,14.07
_02221_,14.06
_02972_,14.06
_04281_,14.03
_04461_,14.03
_03334_,14.025
_01874_,14.02
_03782_,14.02
_01346_,14
_02580_,14
_02948_,14
_03467_,14
_03974_,14
_05531_,14
_00764_,13.98
_01225_,13.98
_01299_,13.98
_01706_,13.98
_02725_,13.98
_04308_,13.98
_04849_,13.98
product[26],13.98
_01386_,13.96
_03188_,13.96
_05109_,13.96
_05168_,13.96
_00650_,13.92
_01255_,13.92
_00434_,13.9
_01548_,13.9
_05067_,13.9
_05087_,13.9
_05358_,13.9
_02718_,13.89
_05309_,13.89
_01952_,13.88
_02532_,13.88
_02893_,13.88
_04158_,13.88
_05543_,13.88
_05236_,13.87
_00994_,13.86
_02030_,13.86
_02071_,13.86
_04021_,13.84
_01218_,13.82
_03345_,13.82
_01174_,13.81
_02275_,13.8
_04483_,13.8
_00419_,13.79
_00008_,13.78
_00088_,13.76
_00476_,13.76
_00822_,13.76
_02817_,13.76
_04216_,13.76
_04264_,13.76
_04522_,13.76
_04187_,13.74
mplier[21],13.74
mplier[22],13.74
_05618_,13.72
_02509_,13.69
_00876_,13.68
_05282_,13.68
_03826_,13.665
_00440_,13.66
_01367_,13.66
_02259_,13.66
_02746_,13.66
_03659_,13.66
_03818_,13.66
_04537_,13.66
_05049_,13.64
net248,13.64
_02730_,13.62
_03898_,13.62
_04179_,13.62
_05154_,13.62
_03892_,13.6
_04820_,13.6
_05034_,13.6
net235,13.6
_01965_,13.575
_00130_,13.56
_03983_,13.56
_00682_,13.54
_02098_,13.54
_04256_,13.54
_04709_,13.54
_04944_,13.54
_00401_,13.52
_02767_,13.52
_02975_,13.52
_03927_,13.52
_03981_,13.52
_03702_,13.505
_00643_,13.5
_00674_,13.5
_01958_,13.5
_00119_,13.44
_02304_,13.44
_04229_,13.44
_02126_,13.43
_00654_,13.42
_03252_,13.42
_03954_,13.42
_04238_,13.42
_04450_,13.42
_05538_,13.42
_01948_,13.4
_02681_,13.4
_04729_,13.4
_05123_,13.4
_00057_,13.38
_00770_,13.38
_00904_,13.38
_02355_,13.38
net124,13.38
_05567_,13.36
_00083_,13.34
_00848_,13.34
_04268_,13.34
_04773_,13.34
_04857_,13.34
net220,13.335
_00096_,13.32
_01586_,13.32
_03164_,13.32
net334,13.32
_05533_,13.315
_00551_,13.3
_01533_,13.3
_02409_,13.3
_00414_,13.28
_01972_,13.28
_02276_,13.26
_05000_,13.24
_00774_,13.22
_04612_,13.22
_04969_,13.22
_01094_,13.2
_03828_,13.2
_05280_,13.2
_05422_,13.2
_00061_,13.18
_01439_,13.18
_01645_,13.18
_02851_,13.18
_03416_,13.18
_03764_,13.18
_01752_,13.165
_02534_,13.16
_00779_,13.14
_03423_,13.14
_05295_,13.14
_00224_,13.12
_03887_,13.12
_05598_,13.12
_04959_,13.1
_05220_,13.1
_00595_,13.08
_01359_,13.08
_02506_,13.08
_03694_,13.08
_00045_,13.06
_02816_,13.06
_03190_,13.06
_03977_,13.06
_03130_,13.05
_01493_,13.04
_01995_,13.04
_02250_,13.04
_02923_,13.04
_04435_,13.04
_04257_,13.01
_03516_,13.005
_02632_,13
_03900_,13
_00222_,12.98
_01318_,12.98
_01998_,12.98
_02085_,12.98
_02131_,12.98
_03031_,12.98
_03790_,12.96
_04032_,12.96
_04325_,12.96
_04985_,12.96
_04012_,12.94
_00216_,12.92
_00273_,12.92
_04832_,12.92
_05260_,12.92
_02268_,12.9
_04890_,12.9
_02195_,12.89
_00064_,12.88
_02073_,12.88
_04678_,12.88
_05286_,12.88
_00647_,12.86
_02349_,12.86
_04222_,12.86
_00425_,12.84
_00594_,12.84
_01063_,12.84
_01775_,12.84
_01893_,12.84
_03198_,12.84
net324,12.84
_00915_,12.82
_03430_,12.82
_01215_,12.8
_04029_,12.8
_02724_,12.77
_00085_,12.76
_02401_,12.76
_03781_,12.76
_04116_,12.76
_04775_,12.76
_01991_,12.745
_02038_,12.74
_05215_,12.74
_04349_,12.735
_00263_,12.72
_01142_,12.72
_01437_,12.72
_02495_,12.72
_03708_,12.72
_04960_,12.72
_00554_,12.7
_01480_,12.7
_05524_,12.7
_05641_,12.7
_01803_,12.695
_01910_,12.68
_03268_,12.66
_03813_,12.66
_04933_,12.66
_00712_,12.64
_00723_,12.64
_05060_,12.64
_05184_,12.64
_05596_,12.64
net295,12.64
_00932_,12.62
_04065_,12.62
_04896_,12.62
product[38],12.62
_02906_,12.61
_00219_,12.6
_00321_,12.6
_05219_,12.6
product[14],12.6
product[60],12.6
_00026_,12.58
_01460_,12.58
_04258_,12.575
_00097_,12.52
_00613_,12.52
_01807_,12.52
_01921_,12.52
_05336_,12.52
_01382_,12.5
_02676_,12.5
_02892_,12.5
_03555_,12.5
_04739_,12.5
_05207_,12.5
_05436_,12.5
_00742_,12.48
_00755_,12.48
_02966_,12.48
_03511_,12.48
_05514_,12.48
_00067_,12.46
_05580_,12.46
_02137_,12.45
_00538_,12.43
_01764_,12.43
_01902_,12.42
_04688_,12.42
_05254_,12.42
_00540_,12.4
_01343_,12.4
_00491_,12.38
net321,12.38
_05570_,12.36
_00000_,12.34
_02500_,12.34
_04240_,12.34
_01021_,12.3
_04280_,12.3
_05153_,12.3
_00655_,12.295
_02939_,12.28
_00661_,12.26
_01023_,12.26
_00480_,12.24
_00644_,12.24
_01624_,12.24
_02273_,12.24
_05477_,12.24
net279,12.24
_02059_,12.22
_05042_,12.22
_02179_,12.21
_03055_,12.19
_03436_,12.18
_04090_,12.18
_05639_,12.18
_05233_,12.175
_02561_,12.16
_03523_,12.16
_03885_,12.16
_04898_,12.16
_04927_,12.16
_05057_,12.16
_05650_,12.16
_00784_,12.14
_01729_,12.14
_03033_,12.14
_04007_,12.14
_04778_,12.14
_00590_,12.12
_01350_,12.12
_02508_,12.12
_02613_,12.12
_03504_,12.12
_04524_,12.12
_00790_,12.08
_04072_,12.08
_02021_,12.07
_02920_,12.06
_04676_,12.06
_00122_,12.04
_01315_,12.04
_03686_,12.04
_04671_,12.04
_04963_,12.04
_05011_,12.04
_03306_,12.02
_03909_,12.02
_05615_,12.02
_00242_,12
_03276_,12
_04642_,12
_02620_,11.99
_00960_,11.98
_00572_,11.96
_00607_,11.94
_02107_,11.94
_03449_,11.94
_04555_,11.94
_00438_,11.92
_03843_,11.92
_04839_,11.92
_05174_,11.92
_02310_,11.9
mplier[12],11.9
mplier[8],11.9
_02773_,11.88
_03471_,11.88
_04135_,11.88
_02331_,11.875
_05443_,11.86
_01789_,11.84
_00886_,11.82
_02610_,11.82
_05495_,11.82
_02649_,11.8
_02951_,11.8
_04437_,11.8
_05264_,11.8
_05619_,11.8
net293,11.8
_00167_,11.78
_01832_,11.78
_01841_,11.78
_02257_,11.78
_02821_,11.78
_02834_,11.78
_04306_,11.78
_04742_,11.78
_03458_,11.775
_00287_,11.76
_02501_,11.74
_05668_,11.74
_01909_,11.72
_03802_,11.72
_04160_,11.72
_05038_,11.72
_00142_,11.7
_03117_,11.7
_04366_,11.7
_04401_,11.7
_05197_,11.7
_05064_,11.685
_01988_,11.68
_03060_,11.68
_05147_,11.68
product[10],11.68
product[17],11.68
product[44],11.68
product[45],11.68
product[46],11.68
product[4],11.68
product[50],11.68
product[52],11.68
product[61],11.68
_00270_,11.66
_01209_,11.66
_01837_,11.66
_03984_,11.66
_05204_,11.66
_01069_,11.64
_02125_,11.64
mplier[9],11.6
_01032_,11.58
_03046_,11.58
_03385_,11.58
_03735_,11.58
_04299_,11.58
_04515_,11.58
_05131_,11.58
_05483_,11.57
_00115_,11.56
_00513_,11.56
_01755_,11.56
_03379_,11.56
mcand[30],11.56
_01124_,11.54
_01908_,11.54
_00145_,11.5
_00982_,11.5
_03395_,11.5
_04756_,11.5
_03056_,11.49
_02314_,11.48
_03958_,11.48
_04777_,11.48
mplier[28],11.48
_02422_,11.44
_04819_,11.44
mcand[15],11.44
mcand[19],11.44
mcand[1],11.44
mcand[27],11.44
mcand[4],11.44
mcand[5],11.44
mplier[23],11.44
mplier[7],11.44
